612.9921265	0
614.0625	2.567349389E-10
614.0640259	1.608609246E-9
614.0655518	2.425059042E-9
614.0670776	3.643422453E-9
614.0686035	5.455217167E-9
614.0701904	8.270893304E-9
614.0717163	1.229779123E-8
614.0732422	1.822288098E-8
614.0747681	2.691058576E-8
614.0762939	3.960447259E-8
614.0778198	5.808728432E-8
614.0793457	8.490505365E-8
614.0809326	1.255466771E-7
614.0824585	1.822340323E-7
614.0839844	2.636145382E-7
614.0855103	3.800360275E-7
614.0870361	5.460034913E-7
614.088562	7.817756682E-7
614.0901489	1.131433237E-6
614.0916748	1.608744128E-6
614.0932007	2.279612772E-6
614.0947266	3.219215614E-6
614.0962524	4.530584647E-6
614.0977783	6.354402558E-6
614.0993652	9.001137187E-6
614.1008911	1.253687151E-5
614.102417	1.740189691E-5
614.1039429	2.407240936E-5
614.1054688	3.318623567E-5
614.1069946	4.55944828E-5
614.1085815	6.321346882E-5
614.1101074	8.624527254E-5
614.1116333	0.0001172672128
614.1131592	0.0001589034946
614.1146851	0.0002145881008
614.1162109	0.0002887975425
614.1177979	0.0003918918374
614.1193237	0.0005237518926
614.1208496	0.0006975902361
614.1223755	0.0009259575163
614.1239014	0.001224889769
614.1254272	0.001614799374
614.1269531	0.002121560276
614.12854	0.002807754092
614.1300659	0.003663261188
614.1315918	0.004763124976
614.1331177	0.006172080524
614.1346436	0.007970517501
614.1361694	0.01025786623
614.1377563	0.01328727417
614.1392822	0.01698157936
614.1408081	0.02162897028
614.142334	0.02745422162
614.1438599	0.03472943604
614.1453857	0.04378263652
614.1469727	0.05550799519
614.1484985	0.06949143112
614.1500244	0.08670067042
614.1515503	0.1078025997
614.1530762	0.1335830688
614.1546021	0.1649639904
614.156189	0.2046998143
614.1577148	0.2510305643
614.1592407	0.3067971468
614.1607666	0.3736727536
614.1622925	0.4535729289
614.1638184	0.548678875
614.1653442	0.6614619493
614.1669312	0.8005050421
614.168457	0.9583457708
614.1699829	1.143393397
614.1715088	1.359517574
614.1730347	1.610976458
614.1745605	1.902432203
614.1761475	2.253424883
614.1776733	2.642618656
614.1791992	3.088456154
614.1807251	3.59719348
614.182251	4.175433159
614.1837769	4.830084801
614.1853638	5.599680901
614.1868896	6.432621956
614.1884155	7.364244938
614.1899414	8.402022362
614.1914673	9.553331375
614.1929932	10.8253336
614.1945801	12.28356647
614.196106	13.82236767
614.1976318	15.50086021
614.1991577	17.32385826
614.2006836	19.29518127
614.2022095	21.41748619
614.2037354	23.69210243
614.2053223	26.21906471
614.2068481	28.80207443
614.208374	31.53157997
614.2098999	34.40195465
614.2114258	37.40553284
614.2129517	40.53255844
614.2145386	43.90278244
614.2160645	47.24237442
614.2175903	50.66251755
614.2191162	54.1448555
614.2206421	57.66907883
614.222168	61.21308517
614.2237549	64.89432526
614.2252808	68.40366364
614.2268066	71.85671997
614.2283325	75.22650146
614.2298584	78.48554993
614.2313843	81.60634613
614.2329712	84.67605591
614.2344971	87.43115997
614.2360229	89.9678421
614.2375488	92.26217651
614.2390747	94.29212952
614.2406006	96.0378952
614.2421265	97.48216248
614.2437134	98.64887238
614.2452393	99.43654633
614.2467651	99.88846588
614.248291	100
614.2498169	99.77001953
614.2513428	99.20085907
614.2529297	98.2554245
614.2544556	97.01599121
614.2559814	95.46527863
614.2575073	93.61876678
614.2590332	91.49465942
614.2605591	89.11359406
614.262146	86.3891449
614.2636719	83.55621338
614.2651978	80.54037476
614.2667236	77.36844635
614.2682495	74.06781006
614.2697754	70.66598511
614.2713623	67.05014038
614.2728882	63.52606583
614.2744141	59.98181152
614.2759399	56.4420166
614.2774658	52.92986679
614.2789917	49.46687317
614.2805786	45.93859482
614.2821045	42.63464355
614.2836304	39.43328094
614.2851563	36.34783173
614.2866821	33.38946533
614.288208	30.56720352
614.2897339	27.88799286
614.2913208	25.25866508
614.2928467	22.88459778
614.2943726	20.66290855
614.2958984	18.59323502
614.2974243	16.673769
614.2989502	14.90143013
614.3005371	13.2097578
614.302063	11.72358036
614.3035889	10.36909771
614.3051147	9.139807701
614.3066406	8.028759003
614.3081665	7.028699875
614.3097534	6.098398209
614.3112793	5.301681519
614.3128052	4.593321323
614.3143311	3.96602416
614.3158569	3.412708282
614.3173828	2.926565409
614.3189697	2.485265017
614.3204956	2.116425514
614.3220215	1.796175122
614.3235474	1.519181013
614.3250732	1.280518293
614.3265991	1.075665355
614.328125	0.9005007744
614.3297119	0.7458099127
614.3312378	0.6200205088
614.3327637	0.5136877894
614.3342896	0.424138546
614.3358154	0.3490048945
614.3373413	0.2862007022
614.3389282	0.2320002168
614.3404541	0.1889290363
614.34198	0.153328985
614.3435059	0.1240123659
614.3450317	0.09995882213
614.3465576	0.08029572666
614.3481445	0.06370647252
614.3496704	0.05081901327
614.3511963	0.04040023685
614.3527222	0.03200788423
614.354248	0.02527233586
614.3557739	0.01988606155
614.3573608	0.01544235274
614.3588867	0.01206668746
614.3604126	0.009396756999
614.3619385	0.007292616181
614.3634644	0.005640323739
614.3649902	0.004347500857
614.3665161	0.003339570947
614.368103	0.002529207617
614.3696289	0.001929330523
614.3711548	0.001466709538
614.3726807	0.001111211255
614.3742065	0.000839004817
614.3757324	0.0006313167978
614.3773193	0.0004679664562
614.3788452	0.0003496785648
614.3803711	0.000260398403
614.381897	0.0001932515443
614.3834229	0.0001429298427
614.3849487	0.0001053508095
614.3865356	7.643257413E-5
614.3880615	5.594546747E-5
614.3895874	4.080996951E-5
614.3911133	2.966761531E-5
614.3926392	2.149387183E-5
614.394165	1.551892819E-5
614.395752	1.101985345E-5
614.3972778	7.901214303E-6
614.3988037	5.645818419E-6
614.4003296	4.020456799E-6
